,indonesian,javanese
5224,Supaya tidak jatuh korban yang lebih banyak.,Supados boten dawah korban ingkang langkung kathah.
5225,"Ini semua gara-gara tingkah rajamu yang serakah itu, aku tidak sudi kalau kamu suruh menyerah!","Iki kabeh goro-goro tingkahe rajamu sing serakah kuwi, aku ora sudi yen kok kongkon nyerah!"
5226,"Sang Prabu kemudian menyerang dengan mengayunkan kerisnya mengarah ke dadanya Raden Banterang Putra, dia merasa di hina oleh pangeran dari Blambangan itu.","Sang Prabu banjur nyerang karo mbabateke kerise ngarah neng dhadhane Raden Banterang Putra, dheweke rumongso di ina dening pangeran saka Blambangan kuwi."
5227,Serangannya Sang Prabu yang tidak karu-karuan itu dengan gampang bisa dihindari oleh Raden Banterang Putra.,Serangane Sang Prabu sing ora karu-karuwan kuwi kanthi gampang bisa diendhani dening Raden Banterang Putra.
5228,Hingga sampai suatu saat ketika Sang Prabu Cokorda lengah.,Saenggo tekan sawijine wektu nalika Sang Prabu Cokorda lena.
5229,Kerisnya Raden Banterang bisa berhasil mengenai dadanya Sang Prabu.,Kerise Raden Banterang bisa kasil ngenani dhadhane Sang Prabu.
5230,"Karena sangat banyaknya darah yang keluar dari lukanya tadi, akhirnya Sang Prabu meninggal di tempat pertempuran sana.","Amarga saking akehe getih sing metu saka tatune mau, wusanane Sang Prabu seda neng papan palagan kana."
5231,"Karena melihat rajanya sudah meninggal, para prajurit bukannya menghentikan serangannya.","Amarga weruh rajane wis seda, para prajurit ora malah mandegake serangane."
5232,Mereka malah semakin jadi menyerang.,Dheweke malah sansaya ndadi anggone nyerang.
5233,Para prajurit itu memang sudah sepakat kalau mengadakan perang puputan yaitu perang tanpa kenal menyerah atau perang sampai tetes darah yang penghabisan.,Para prajurit mau pancen wis padha mupakat yen nganakna perang puputan yakuwi perang tanpo kenal nyerah utawa perang tekan tetes getih sing pungkasan.
5234,"Serangannya prajurit Klungkung yang tidak mengarah sama sekali itu, bisa dengan gampang diatasi oleh prajurit Blambangan.","Serangane prajurit Klungkung sing ora ngarah babar pisan kuwi, bisa kanthi gampang diatasi dening prajurit Blambangan."
5235,Satu demi satu prajurit Klungkung jatuh menghadap tanah.,Siji mboko siji prajurit Klungkung ambruk ngadep lemah.
5236,Akhirnya kemenangan ada di tangan prajurit Blambangan.,Wusanane kemenangan ana neng tangane prajurit Blambangan.
5237,Jaya Pangeran!,Jaya Pangeran!
5238,Jaya Raden Mas Banterang Putra!,Jaya Raden Mas Banterang Putra!
5239,Jaya Blambangan!,Jaya Blambangan!
5240,Raden Mas Banterang Putra cuma tersenyum melihat kebahagiaan para prajuritnya.,Raden Mas Banterang Putra mung mesem weruh bungahe para prajurite.
5241,"Perintah dari Ayahnya, Prabu Watu Gumalang sudah dilaksanakan dengan baik.","Titah saka Ramane, Prabu Watu Gumalang wis dileksanakake kanthi apik."
5242,Maka semakin besar wilayah kekuasaannya kerajaan Blambangan mulai semua pesisir Jawa bagian timur sampai Pulau Bali.,Mula sansaya ambha tlatah kakuwasaane kerajaan Blambangan wiwit kabeh pesisir Jawa bagian wetan tumekane Pulau Bali.
5243,Gadis Di Tengah Hutan.,Prawan Ing Tengah Alas.
5244,Terdengar suaranya Dewi Ayu yang baru sadar dari pingsannya.,Keprungu swarane Dewi Ayu sing lagi sadar saka semapute.
5245,"Nimas, Nimas. kamu sudah sadar, Nimas?","Nimas, Nimas. kowe wis sadar, Nimas?"
5246,Tanya Pangeran Begawanta kepada Dewi Ayu yang baru sadar.,Pitakone Pangeran Begawanta marang Dewi Ayu sing lagi sadar.
5247,"Kakang, aduh, ada dimana sekarang, Kang?","Kakang, aduh, wonten pundhi menika, Kang?"
5248,Tanya Dewi Ayu sambil mau duduk.,Pitakone Dewi Ayu sinambhi arep lenggahan.
5249,"Istirahatlah dulu tanyanya nanti saja, sekarang kita ada di tengah hutan barat keraton Klungkung.","Ngasoha dhisik pitakone mengko wae, saiki kita ana neng tengah alas kulone kraton Klungkung."
5250,"Kakang, bagaimana keadaan keraton Klungkung?Ayah Prabu bagaimana kabarnya? Dan para dayang apakah selamat apa tidak?","Kakang, pripun kahananipun kraton Klungkung?Rama Prabu pripun kabaripun? Lan para dayang sami slamet menapa boten?"
5251,"Meskipun sudah dikatakan supaya jangan tanya-tanya dulu, Dewi Ayu tetap saja tidak sabar ingin mengetahui keadaan sesungguhnya.","Senadyan wis dirawehi supaya aja takon-takon dhisik, Dewi Ayu tetep wae ora sabar pingin ngerti kahanan sak benere."
5252,"Pangeran Begawanta yang sudah tahu kalau adiknya itu kecil hati, cuma diam saja.","Pangeran Begawanta sing wis ngerti yen adhine kuwi cilikan aten, mung meneng wae."
5253,"Dirinya khawatir kalau diceritakan keadaan yang sebenarnya nanti pingsan lagi, malah jadi merepotkan.","Dheweke kuwatir yen dikandakake kahanan sing sak benere mengko semapur maneh, malah dadi ngerepotake."
5254,"Kakang, ada apa? Kok kamu diam saja?","Kakang, wonten menapa? Kok panjenengan mendhel kemawon?"
5255,"Nimas, sudah lah. Tanyanya nanti saja kalau badanmu sudah benar-benar sehat. Sekarang istirahat dulu, ya?","Nimas, wis ta. Pitakone mengko wae yen awakmu wis bener-bener sehat. Saiki ngasoha dhisik, ya?"
5256,Dewi Ayu masih ngotot ingin tahu.,Dewi Ayu isih ngotot pingin ngerti.
5257,"Saya sudah kuat, Kangmas. Tidak akan terjadi apa-apa.","Kula sampun kuat, Kangmas. Mboten bakal kedadosan menapa-menapa."
5258,Akhirnya Pangeran Begawanta menceritakan semua keadaan yang sudah terjadi.,Wusanane Pangeran Begawanta nyritakake kabeh kahanan sing wis kedaden.
5259,"Sejak dari meninggalnya Senapati Dewa Gajayana yang menyebabkan Dewi Ayu pingsan hingga sampai ketika Ayahnya meninggal di tempat pertempuran dan bagaimana dirinya, para dayang dan pembantu berusaha lari hingga datang di tengah hutan sana.","Wiwit saka sedane Senapati Dewa Gajayana sing ndhadekna Dewi Ayu semaput saengko tekan nalika Ramane seda ana ing papan palagan lan kepriye dheweke, para dayang lan abdi dalem olehe mlayu saenggo teka neng tengah alas kana."
5260,"Setelah mendengar ceritanya Pangeran Begawanta, Dewi Ayu kemudian menangis.","Sak wise krungu critane Pangeran Begawanta, Dewi Ayu banjur nangis."
5261,Kepalanya disandarkan ke pangkuan kakangnya yang kebetulan duduk di sampingnya.,Sirahe disendhenake neng pangkonane kakange sing kabeneran lenggahan ana ning sandinge.
5262,"Sudah Nimas, Sudah. Kita tidak bisa berbuat apa-apa.","Wis Nimas, Wis. Kita ora isa tumindak apa-apa."
5263,Yang ada di dalam hatiku cuma satu-satunya sumpah akan membalas semua kelakuannya prajurit Blambangan yang sudah merusak kebahagiaan keluarga Klungkung.,Sing ana neng njero atiku mung saijine sumpah bakal mbales kabeh kelakuwane prajurit Blambangan sing wis ngrusak kabahagiaan keluarga Klungkung.
5264,"Iya, Kakang. Begitu juga saya.","Inggih, Kakang. Semanten ugi kula."
5265,Saya tidak terima kalau keluarga saya di ijak-ijak oleh orang Blambangan itu.,Kula boten trima menawi keluarga kula di idhak-idhak dening tiyang Blambangan menika.
5266,"Yasudah, Nimas. Nanti baru kedepannya kalau ada kesempatan kita bisa membalas semua tindakan orang Blambangan itu.","Yawis, Nimas. Mengko tembe ngarepe yen ana kesempatan kita bisa mbales kabeh tumindake uwong Blambangan kuwi."
5267,Kita rebut lagi tanah Klungkung dari tangannya dirinya.,Kita rebut maneh tanah Klungkung saka tangane dheweke.
5268,Mendadak terdengar suara dari dalam perutnya mereka berdua itu.,Dumadaan keprungu swara saka njero wetenge pawongan loro kuwi.
5269,"Kakang, perut kamu kok ada suaranya.","Kakang, madaran panjenengan kok wonten swatenipun."
5270,"Iya, kamu juga.","Iya, kowe ya ngana."
5271,Mereka berdua itu kemudian tertawa bersama.,Pawongan loro kuwi banjur ngguyu bareng.
5272,"Ah, baru sekali ini kita bisa tertawa bersama, Kakang.","Ah, nembe sepindah niki kita saget guyona bareng, Kakang."
5273,Ucap Dewi Ayu.,Ature Dewi Ayu.
5274,Rasanya senang ada dihati kita.,Raosipun lega wonten manah kita.
5275,"Yah, kira tidak boleh sedih terus-terusan.","Yah, kira ora kena sedhih terus-terusan."
5276,"Kita harus kuat menghadapi semua ini, kalau kita kuat kita nanti kita bisa merebut lagi Kerajaan Klungkung.","Kita kudu kuwat ngadepi kabeh iki, yen kita kuwat kita mengko kita bisa ngrebut maneh Kerajaan Klungkung."
5277,"Benar. Kita harus kuat, Kakang.","Leres. Kita kedah kuat, Kakang."
5278,"Nimas, tunggu si sini ya?","Nimas, entenana neng kene ya?"
5279,Kakang mau kemana?,Kakang badhe wonten pundhi?
5280,"Aku ingin mencari makanan untuk mengganjal perut kita ini, Nimas.","Aku arep golek makanan kanggo ngganjel weteng kita iki, Nimas."
5281,"Tidak, kakang. Saya ikut saja.","Mboten, kakang. Kula ndherek kemawon."
5282,"Tapi, yasudahlah. Pangeran tidak tega meninggalkan Dewi Ayu sendiri di sana.","Nanging, yawislah. Pangeran ora tega ninggalake Dewi Ayu dheweke neng kana."
5283,Mendadak mereka berdua itu mendengar ada suara di balik alang-alang.,Dumadaan pawongan loro kuwi krungu ana swara sak walike alang-alang.
5284,"Kakang, itu suara apa?","Kakang, menika swantun menapa?"
5285,Pangeran Begawanta memberi tanda supaya Dewi Ayu diam dulu.,Pangeran Begawanta aweh tanda supaya Dewi Ayu meneng dhisik.
5286,"Dari balik alang-alang, kelihatan seekor kelinci sedang makan rumput.","Saka walike alang-alang, katon sawijine kelinci lagi mangan suket."
5287,Tanpa membuang waktu Pangeran Begawanta kemudian menubruk kelinci itu.,Tanpo mbuwang wektu Pangeran Begawanta banjur nubruk kelinci kuwi.
5288,"Tetapi, kelinci itu bisa menghindari tubrukannya Pangeran Begawanta.","Nanging, kelinci kuwi bisa ngendhani tubrukane Pangeran Begawanta."
5289,"Merasa terganggu, kelinci itu kemudian lari menjauhi tempat itu.","Rumongso keganggu, kelinci mau banjur mlayu jumranthal ngadohi papan kana."
5290,"Karena tubrukan yang pertama itu meleset, Pangeran kemudian mengejar kelinci itu.","Amarga tubrukan sing pisanan mau luput, Pangeran banjur ngoyak kelinci kuwi."
5291,Dewi Ayu waktu itu mengikuti dari belakang.,Dewi Ayu wektu kuwi nututi saka mburinan.
5292,"Akhirnya kelinci itu letih, dia berhenti dengan nafasnya terengah-engah.","Wusanane kelinci mau kesel, dheweke mandheg karo ambegane menggeh-menggeh."
5293,Tanpa disadari oleh Sang Pangeran kelinci itu berhenti di pinggir jurang.,Tanpo disadari dening Sang Pangeran kelinci kuwi mandheg ana ing pinggire jurang.
5294,"Jurang itu tertutupi ranting, jadi kelihatan mengkhawatirkan.","Jurang kuwi ketutupan carang, dadi katon nyamari."
5295,Badannya Pangeran Begawanta jatuh ke jurang yang dalam sekali itu.,Awake Pangeran Begawanta gejegur neng jurang sing jero banget kuwi.
5296,Kakang! Kakang Begawanta!,Kakang! Kakang Begawanta!
5297,Dewi Ayu menjerit melihat diri kakangnya itu jatuh ke dalam jurang tanpa bersuara lagi.,Dewi Ayu njerit weruh awake kakange kuwi tiba neng njero jurang tanpo nyuwara maneh.
5298,"Bolak-balik dirinya memanggil dari pinggir jurang, tapi kakangnya tidak menjawab.","Bola-bali dheweke nyeluk saka pinggire jurang, nanging kakange ora semaur."
5299,"Duh Gusti, cobaan apa lagi yang anda berikan kepada saya ini.","Duh Gusti, cobaan menapa maneh ingkang panjenengan paringake dateng kula menika."
5300,Dewi Ayu kemudian bersimpuh lemas.,Dewi Ayu banjur ndheprok lemes.
5301,Dia bingung harus berbuat apa.,Dheweke bingung kudu tumindak apa.
5302,"Dia menoleh kiri kanan, kemudian menangis.","Dheweke noleh ngiwa nengen, banjur nangis."
5303,"Sementara itu, di Kerajaan Blambangan akan diadakan pesta besar untuk menyambut datangnya Raden Mas Banterang Putra karena sudah berhasil mengalahkan Kerajaan Klungkung.","Sak wetara kuwi, ana ing Kerajaan Blambangan bakal dianakake pesta gedhen kanggo nyambut tekane Raden Mas Banterang Putra amarga wis kasil ngalahake Kerajaan Klungkung."
5304,"Ketika itu, Raden Mas Banterang Putra dan sebagian pasukannya kembali ke Blambangan.","Nalika kuwi, Raden Mas Banterang Putra lan sebagian pasukane bali menyang Blambangan."
5305,"Dirinya rindu kepada Ayahnya, Prabu Watu Gumalang.","Dheweke kangen kaliyan Ramane, Prabu Watu Gumalang."
5306,"Di jalan, dirinya teringat kepada pesan ayahnya kalau sebelum diangkat jadi raja, dirinya harus sudah mempunyai calon yang akan dijadikan permaisurinya.","Ing dalan, dheweke kelingan marang pesene ramane yen sak durunge diangkat dadi raja, dheweke kudu wis nduweni calon sing bakal didadekake permaisurine."
5307,Raden Mas Banterang Putra memikirkan terus apa yang jadi pesan ayahnya itu.,Raden Mas Banterang Putra mikirake terus apa sing dadi pesene ramane kuwi.
5308,Siapa kira-kira Gadis yang pantas dijadikan permaisurinya besok?,Sapa kira-kira Kenya sing patut didadekake permaisurine mbesok?
5309,Sampai sekarang dirinya belum bisa menemukan calon yang cocok.,Nganti seprene dheweke durung bisa nemukake calon sing cocok.
5310,"Ketika sedang melamun sambil berfikir di atas kudanya, mendadak ada seorang prajurit yang mengagetkan dirinya.","Nalika lagi nglamun sinambhi mikir ana ing dhuwur jarane, dumadaan ana sawijine prajurit sing ngagetake dheweke."
5311,"Raden, lebih baik kita istirahat disini dahulu.","Raden, langkung saenipun kita istirahat wonten mriki rumiyin."
5312,Apa prajurit?,Apa prajurit?
5313,"Lebih baik kita istirahat sebentar disini, Raden.","Langkung saenipun kita istirahat sekedhap wonten mriki, Raden."
5314,"Iya, aku ya sudah capek sejak tadi duduk di atas kuda ini.","Iya, aku ya wis keju wiwit mau lenggah neng dhuwur jaran iki."
5315,Raden Mas Banterang Putra kemudian turun dari kudanya.,Raden Mas Banterang Putra banjur mudhun saka jarane.
5316,Dia kemudian berjalan menuju pohon besar yang rindang daunnya.,Dheweke banjur mlaku tumuju wit gedhe sing eyup godhonge.
5317,"Ketika sedang enaknya duduk, mendadak Raden Mas Banterang Putra mendengar ada suara orang menangis.","Nalika lagi kepenake anggone lenggahan, dumadaan Raden Mas Banterang Putra krungu ana swara uwong nangis."
5318,"Tanpa memerintah prajurit, dia mencari sendiri asalnya suara tadi.","Tanpo mrentah prajurit, dheweke nggoleki dhewe asale swara mau."
5319,Dirinya kaget sekali ketika melihat ada seorang gadis cantik yang duduk di atas pohon menangis.,Dheweke kaget banget nalika weruh ana sawijine kenya ayu sing lenggah neng ngisar wit nangis.
5320,"Karena penasaran, Raden Mas Banterang Putra kemudian mendekati gadis cantik tersebut.","Amarga penasaran, Raden Mas Banterang Putra banjur nyedhaki kenya ayu kasebut."
5321,Dirinya mendehem.,Dheweke ndhehem.
5322,Gadis itu kaget. Dirinya kemudian lari.,Kenya kuwi kaget. Dheweke banjur mlayu.
5323,"Dewi, berhenti. Jangan lari! Aku tidak akan mencelakai dirimu. Jangan takut!","Dewi, mandheg. Aja mlayu! Aku ora bakal nyilakani awakmu. Aja wedi!"
5324,Teriak Raden Banterang.,Pambengoke Raden Banterang.
5325,"Akhirnya, gadis cantik yang tidak lain, Dewa Ayu Suratiningrum itu kemudian berhenti.","Wusanane, kenya ayu sing ora liya, Dewa Ayu Suratiningrum kuwi banjur mandheg."
5326,Dirinya kemudian memandang pemuda yang sudah berhenti tegap di depannya.,Dheweke banjur mandheng kanoman sing wis ndhadeg nggejejer ana ngarepe.
5327,"Dewi, jangan takut dengan aku, aku tidak akan menyakiti dirimu.","Dewi, aja wedi karo aku, aku ora bakal nglarani awakmu."
5328,Dewi Ayu cuma memandang pemuda tampan yang berdiri tegap di depan itu.,Dewi Ayu mung mandheng kanoman bagus sing ngadheg nggejejer ing ngarepe kuwi.
5329,"Apa yang anda harapkan, Orang asing?","Menapa ingkang panjenengan kersaaken, Kisanak?"
5330,Tanya Dewi Ayu.,Pitakone Dewi Ayu.
5331,Aku meminta maaf kalau aku sudah mengganggu dirimu.,Aku njaluk pangapura yen aku wis ngganggu awakmu.
5332,"Aku kebetulan lewat sini, ketika aku sedang istirahat di bawah pohon sana, mendadak aku mendengar kok ada orang menangis di tengah hutan sini?","Aku kabeneran liwat kene, nalika aku lagi ngaso neng ngisor wit kana, dumadaan aku krungu kok ana uwong nangis ana ing tengah alas kene?"
5333,"Lalu aku mencari, ketemunya dirimu yang menangis, Dewi.","Banjur aku nggoleki, ketemune awakmu sing nangis, Dewi."
5334,Lalu mau anda apa?,Lajeng kersa panjenengan menapa?
5335,"Kalau aku boleh mengerti kenapa dirimu menangis, apa yang sudah terjadi kepada dirimu, mungkin aku bisa membantu.","Yen aku oleh ngerti kena apa awakmu nangis, apa sing wis kedaden marang awakmu, menawane aku bisa mbantu."
5336,Jawab Raden Mas Banterang dengan sengaja menggaruk-garuk kepalanya yang tidak gatal itu.,Wangsulane Raden Mas Banterang karo sengaja ngukur-ngukur sirahe sing ora gatel kuwi.
5337,"Dewi Ayu Suratiningrum memandang dengan tajam pemuda tampan wajahnya itu, dalam hati dirinya bertanya siapa orang ini?","Dewi Ayu Suratiningrum mandheng kanthi tajem kanoman bagus praupane kuwi, sajroning ati dheweke takon sapa pawongan iki?"
5338,Apa aku harus percaya kepada dirinya?,Apa aku kudu percaya marang dheweke?
5339,Diam-diam Raden Mas Banterang terpesona kepada gadis cantik tersebut.,Meneng-meneng Raden Mas Banterang kesengsem marang kenya ayu kasebut.
5340,Setelah obrolan panjang dengan gadis cantik itu akhirnya Raden Mas Banterang mengerti siapa sebenarnya dirinya.,Sak wise omongan dhawa karo kenya ayu kuwi wusanane Raden Mas Banterang ngerti sapa sejatine dheweke.
5341,Tidak lain gadis cantik itu puterinya raja Klungkung yang lari dari keraton karena diserang oleh pasukannya.,Ora liya kenya ayu kuwi putrine raja Klungkung sing mlayu saka kraton amarga diserang dening pasukane.
5342,Dewi Ayu Suratiningrum tidak menyangka sama sekali kalau pemuda tampan yang diajak mengobrol itu pemuda yang selama ini sudah membuat sengsara dirinya dan keluarganya.,Dewi Ayu Suratiningrum ora nyana babar pisan yen kanoman bagus sing diajak omongan kuwi kanoman sing suwene iki wis gawe sengsarane awake lan keluargane.
5343,Dirinya juga tidak mengerti kalau selama ini yang menyerang Kerajaan Klungkung itu kerajaan Blambangan.,Dheweke uga ora ngerti yen suwene iki sing nyerang Kerajaan Klungkung kuwi kerajaan Blambangan.
5344,Dia cuma mengerti kalau yang menyerang Kerajaan Klungkung itu sebuah Kerajaan dari Tanah Jawa.,Dheweke mung ngerti yen sing nyerang Kerajaan Klungkung kuwi sawijine Kerajaan saka Tanah Jawa.
